VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1980,1980,9.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1981,1981,10.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1982,1982,10.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1983,1983,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1984,1984,7.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1985,1985,4.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1986,1986,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1987,1987,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1988,1988,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1989,1989,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1990,1990,6.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1991,1991,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1992,1992,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1993,1993,5.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1994,1994,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1995,1995,9.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1996,1996,4.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1997,1997,4.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1998,1998,2.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,1999,1999,4.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2000,2000,6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2001,2001,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2002,2002,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2003,2003,3.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2004,2004,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2005,2005,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2006,2006,4.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2007,2007,2.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2008,2008,2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2009,2009,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2010,2010,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2011,2011,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2012,2012,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2013,2013,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2014,2014,4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2015,2015,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2016,2016,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2017,2017,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUS,Australia,2018,2018,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1980,1980,7.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1981,1981,13.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1982,1982,16.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1983,1983,11.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1984,1984,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1985,1985,6.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1986,1986,6.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1987,1987,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1988,1988,5.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1989,1989,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1990,1990,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1991,1991,7.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1992,1992,4.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1993,1993,4.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1994,1994,8.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1995,1995,1.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1996,1996,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1997,1997,2.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1998,1998,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,1999,1999,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2000,2000,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2001,2001,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2002,2002,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2003,2003,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2004,2004,3.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2005,2005,3.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2006,2006,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2007,2007,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2008,2008,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2009,2009,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2010,2010,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2011,2011,2.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2012,2012,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2013,2013,1.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2014,2014,8.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2015,2015,4.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2016,2016,5.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2017,2017,2.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,AUT,Austria,2018,2018,7.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1987,1987,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1988,1988,2.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1989,1989,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1990,1990,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1991,1991,4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1992,1992,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1993,1993,5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1994,1994,6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1995,1995,9.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1996,1996,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1997,1997,8.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1998,1998,12.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,1999,1999,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2000,2000,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2001,2001,13,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2002,2002,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2003,2003,6.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2004,2004,1.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2005,2005,5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2006,2006,8.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2007,2007,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2008,2008,6.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2009,2009,4.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2010,2010,6.1,B,Break
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2011,2011,8.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2012,2012,3.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2013,2013,2.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2014,2014,5.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2015,2015,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,BEL,Belgium,2016,2016,4.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1980,1980,7.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1981,1981,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1982,1982,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1983,1983,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1984,1984,3.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1985,1985,4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1986,1986,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1987,1987,4.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1988,1988,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1989,1989,4.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1990,1990,2.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1991,1991,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1992,1992,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1993,1993,3.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1994,1994,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1995,1995,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1996,1996,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1997,1997,5.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1998,1998,3.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,1999,1999,2.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2000,2000,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2001,2001,7.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2002,2002,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2003,2003,6.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2004,2004,5.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2005,2005,8.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2006,2006,7.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2007,2007,6.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2008,2008,9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2009,2009,7.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2010,2010,6.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2011,2011,4.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2012,2012,5.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2013,2013,6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2014,2014,6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2015,2015,7.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2016,2016,6.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2017,2017,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CAN,Canada,2018,2018,8.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1980,1980,21,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1981,1981,21,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1982,1982,20,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1983,1983,21,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1984,1984,18,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1985,1985,14,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1986,1986,28,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1987,1987,15,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1988,1988,19,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1989,1989,13,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1990,1990,19,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1991,1991,17.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1992,1992,12.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1993,1993,12.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1994,1994,15,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1995,1995,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1996,1996,7.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1997,1997,5.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1998,1998,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,1999,1999,10.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2000,2000,9.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2001,2001,8.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2002,2002,4.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2003,2003,7.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2004,2004,8.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2005,2005,14.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2006,2006,14.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2007,2007,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2008,2008,12.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2009,2009,8.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2010,2010,7.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2011,2011,10.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2012,2012,5.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2013,2013,1.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2014,2014,6.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2015,2015,6.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2016,2016,7.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,CZE,Czech Republic,2017,2017,7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,1997,1997,7.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,1998,1998,3.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,1999,1999,6.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2000,2000,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2001,2001,3.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2002,2002,3.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2003,2003,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2004,2004,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2005,2005,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2006,2006,7.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2007,2007,3.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2008,2008,6.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2009,2009,6.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2010,2010,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2011,2011,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2012,2012,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2013,2013,3.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2014,2014,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2015,2015,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2016,2016,3.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2017,2017,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,DNK,Denmark,2018,2018,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1980,1980,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1981,1981,4.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1982,1982,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1983,1983,3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1984,1984,1.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1985,1985,6.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1986,1986,6.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1987,1987,5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1988,1988,11.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1989,1989,3.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1990,1990,6.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1991,1991,4.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1992,1992,4.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1993,1993,3.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1994,1994,10.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1995,1995,1.6,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1996,1996,3.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1997,1997,5.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1998,1998,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,1999,1999,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2000,2000,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2001,2001,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2002,2002,5.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2003,2003,3.5,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2004,2004,12.1,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2005,2005,5.2,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2006,2006,6.8,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2007,2007,1.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2008,2008,8.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2009,2009,1.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2010,2010,4.9,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2011,2011,0,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2012,2012,3.4,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2013,2013,1.7,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2014,2014,5.3,,
MATIMATM,Maternal mortality,TXCMMMTX,Deaths per 100 000 live births,FIN,Finland,2015,2015,3.6,,
